키워드
"거래처관리, 거래선개발관리, 거래처관리"
"콜센터, 전화상담, 아웃소싱"
"소방, 소방·방재, 시설점검, 시설"
"전산입력, 학원운영, 입시학원, 일반학원, e러닝"
"전산입력, 학원운영, 입시학원, 일반학원, e러닝"
아웃소싱
"전산입력, 학원운영, 입시학원, 일반학원, e러닝"
"물류관리, 물류센터, 시설관리, 재고관리"
"콜센터, 해피콜, 텔레마케팅, 아웃소싱"
"전산입력, 학원운영, 입시학원, 일반학원, e러닝"
"고객관리, 거래처관리, 프로모션, 주류영업, 가맹점관리"
"악세서리디자인, 전시디자인, 전시기획, 디자인, 시각디자인"
"청소·미화, 청소·미화"
"고객관리, 거래처관리, 콜센터, 접수·예약, 전화상담"
"공공기관 공기업 협회, 신용카드사"
"게시판관리, 콜센터, 전화상담, 아웃소싱, 기술상담"
시설관리
"전산입력, 학원운영, 입시학원, 일반학원, e러닝"
"조립, 정렬, 아웃소싱, 체결, 해체"
"창고관리, 조립, 물류센터, 설비, 기계조작"
"학원운영, 입시학원, 일반학원, 자료조사, 학원강사"
"해피콜, 고객지원, 텔레마케팅"
"금속, 기구설계, CAM, 제어·설계, 연구·실험·기술"
"PCB, 조립, PCB, 신소재, 반도체장비"
"전화상담, 고객지원"
"학습지, 교육상담, 학습지교사, 교사, 과외교사"
"전산입력, ERP운용, 경영지원, 정보처리기사, 문서작성"
"언어치료사, 소아청소년과, 청능사"
금융
"언어치료사, 소아청소년과, 청능사"
"한국어, 일반학원"
"인터넷교육, 온라인영업, 바이럴마케팅"
"보험영업, 보험영업"
단체급식
"SM, 빅데이터, 데이터레이크, ETL, SI"
납품
"SM, SI"
"수행기사, 운전기사"
"문서수발, 전화응대, 기장장부정리, 종합유선방송, 문서관리"
"C#, SI, SI개발, 자바, Java"
"기타외국어, 영어"
"솔루션, SI, 소프트웨어개발"
"캐피탈, 텔레마케팅, 텔러, 저축은행"
"금융상담, 게시판관리, 콜센터, 콜통계분석, 접수·예약"
중개보조원
"청소·미화, 시설관리"
"화장품, 검사, 조립, 제조"
"물류센터, 포워딩, 물류"
"카페, 식품판매"
생활용품
"렌탈, 상품입출고, 전산입력, 사이트관리, 임대"
"물류센터, 재고관리, 아웃소싱"
"설비, 사출, 아웃소싱"
"조립, 바이오, 생산관리, 검증, 의약"
A·S수리
"전자회로, 조립, 품질보증, 생산관리, 자동제어"
"상품입출고, 창고관리, 재고관리, 물류센터, 재고관리"
"복리후생, 비품관리, 반도체, 인사행정, 문서관리"
"고객안내, 고객응대, 면세점, 고객응대, 고객안내"
건설
"조립, 설비, 자동차부품, 사출, 자동차"
"하역, 해상운송"
"대출상담, 전화상담"
호텔
"구내식당, 단체급식, 단체급식, 단체급식, 한식"
"보안, 경비, 주차·출입관리, 보안, 경비"
"경영연구소, 여신상담, 연구소, 재무상담, 연구원"
"조립, 품질보증, 생산관리, 품질보증, 검증"
"부가세신고, ERP운용, 재무회계, 더존, 계산서발행"
자동차부품
"생활용품, 소비재"
도시계획
"창고관리, 중장비운전, 재고관리, 물류센터, 재고관리"
"모바일앱개발, ERP, 소프트웨어개발"
"건설안전, 건설안전"
"서버, 웹호스팅, 정보통신학과, 네트웍구축, 시스템운영"
"청소·미화, 청소·미화"
"공연기획, 시설관리"
"청소·미화, 청소·미화"
"전기, 매장·시설감시, 소방·방재, 시설관리"
"순찰, 시공관리, 건설, 건설안전, 보안"
"조립, 검증, 콜센터, 설비, 사출"
"위성방송, 전산입력, ERP운용, 4대보험, 급여관리"
"식품, 한식"
"채용대행, OP, 콜센터, 면접·채용, 인재관리"
"자산운용, 콜센터, 위험분석·관리, 투자상담·자문, 텔레마케팅"
"콜센터, 전화상담, 소액결제, 전자결제, 아웃소싱"
"전산입력, 사이트관리, 행정, 문서관리, 사이트관리"
"전산입력, 콜센터, 전화상담, 해피콜, 소액결제"
품질보증
SI
"시설관리, 시설점검, 아웃소싱"
"생명보험, 화재보험"
수행기사
"건설안전, 건축감리, 교량설계, 방음·방벽, 보수·철거"
"보험상담, 생명보험, 화재보험, 보험영업"
광고대행
"프랜차이즈, 카운터, 식품, 음식료, 패밀리레스토랑"
"수행기사, 석유화학, 승용기사, 운전기사"
"프랜차이즈, 카운터, 음식료, 패밀리레스토랑, 양식당"
"양식, 양식, 프랜차이즈, 음식료, 양식"
아웃소싱
"게시판관리, 원단, 전화상담, 해피콜, 고객지원"
"순찰, 매장·시설감시, 보안, 경비, 주차·출입관리"
"공조냉동, 시설점검, 전기점검, 전기설비, 유지보수"
"비품관리, 행정, 통관, 포워딩, 국제무역"
"사이트관리, 게시판관리, 문서관리, 콜센터, 접수·예약"
"사이트관리, 접수/예약, 게시판관리, 환자안내, 병원관리"
"사이트관리, 접수/예약, 게시판관리, 환자안내, 병원관리"
"전산입력, 문서관리, 콜센터, 접수·예약, 전화상담"
"배송, 국내영업, 화장품영업, 납품영업, 거래처관리"
청소·미화
"시설점검, 전기점검, 시설관리"
"경비, 시설관리"
"예체능학원, 예체능, 파트강사, 예체능"
"공인중개사, 중개보조원, 부동산중개"
"전산입력, 금융상담, 대출상담, 문서관리, 전화상담"
"순찰, 보안, 경비, 경비"
인터넷방송
"대출심사, 입출금관리, 외환관리, 고객관리, 해피콜"
"상가, 공인중개사, 부동산중개, 상담, 부동산개발"
"IT학원, 직업훈련"
"생명공학, 바이오, 접수·예약, 고객지원, 단순안내"
"소방·방재, 시설관리"
"골프, 골프장클럽하우스, 캐디"
"전산입력, 사이트관리, 대출상담, 문서관리, 콜센터"
"보안, 보안"
"퇴직연금, 재무상담, 자산관리, 보험영업, 보험영업"
하우스키핑
구급차기사
"재단법인, 문헌수집"
"멀티미디어디자인, 시각디자인, 전시기획, 전시디자인, 환경디자인"
"메뉴개발, 서빙, 프랜차이즈, 베이커리, 카페"
프라스틱제조
"프랜차이즈, 음식료, 카페, 식품판매, 진열관리"
"전기, 청소·미화, 시설관리"
"물류센터, 상품입출고, 창고관리, 입출고관리, 물류관리"
"물류센터, 상품입출고, 창고관리, 입출고관리, 재고관리"
"하우스키핑, 하우스키핑, 하우스맨"
"공조냉동, 소방·방재, 시설점검, 전기점검, 시설관리"
"재고관리, 프랜차이즈, 카페, 진열관리, 제과제빵점"
"재고관리, 프랜차이즈, 음식료, 아이스크림, 카페"
"순찰, 보안, 지방자치단체, 경비"
보안
"전산입력, 사이트관리, 게시판관리, 문서관리, 콜센터"
"전산입력, 사이트관리, 문서관리, 콜센터, 전화상담"
"메뉴개발, 서빙, 프랜차이즈, 카페, 식품판매"
"전산입력, 해피콜, 배송상담, 문서관리, 콜센터"
"전산입력, 사이트관리, 대출상담, 문서관리, 콜센터"
조립
"전자회로, 조립, 생산관리, 전자, FPCB"
"전산입력, 요기요, 콜센터, 접수·예약, 전화상담"
"재고관리, 프랜차이즈, 카페, 진열관리, 제과제빵점"
"채용대행, 행정, 사무업무, 면접·채용, 인재관리"
"전산입력, 금융상담, 자료조사, 문서관리, 콜센터"
"전산입력, 사이트관리, 콜센터, 전화상담, 해피콜"
"고객안내, 판매, 의류판매, 고객응대, 의류매장"
"콜센터, 접수·예약, 전화상담, 고객지원, 단순안내"
"조립, 생산관리, 설비, 인쇄·출력, 사출"
"메뉴개발, 서빙, 프랜차이즈, 베이커리, 카페"
"전산입력, 문서관리, 콜센터, 전화상담, 해피콜"
"게시판관리, 콜센터, 전화상담, 고객지원, 단순안내"
"디지털마케팅, 옥외광고, 키워드광고, 이벤트대행, 프로모션"
"전산입력, 해피콜, 문서관리, 콜센터, 단순안내"
LCD
"호텔리어, 호텔사무, 컨시어지, 프런트, 고객응대"
공인중개사
"순찰, 방범, 보안, 경비, 경호"
"금천, 접수·예약, 전화상담, 해피콜, 고객지원"
"백화점, 진열관리, 고객응대"
"디지털마케팅, CG, 영상제작, 방송기획, 제휴마케팅"
"순찰, 매장·시설감시, 보안, 경비, 주차·출입관리"
"기업교육, 예체능, 컨텐츠개발, 학원강사, 예체능"
"방송송출·송신, 무대감독, 촬영보조, 조명, 동영상촬영"
휘트니스센터
"무대감독, 촬영, 작곡편곡, 조명, 동영상촬영"
"고객관리, 전화상담, 고객지원, 아웃소싱"
"기타외국어, 외신번역, 외신뉴스, CNN, 로이터"
소프트웨어개발
"프랜차이즈, 도시락·반찬, 식품영업, 가맹영업"
"기능학원, 예체능학원, 경영컨설팅"
"인사교육, 콜센터, 조직문화, 면접·채용, 평가·보상"
"보험영업, 보험영업"
"고객관리, 거래처관리, 금융상담, 보험사고, 교환·반품"
"SM, 소프트웨어개발"
"베이커리, 양식, 서빙, 양식, 프랜차이즈"
"병원상담, 진료상담, 상급종합병원, 병원, 대학병원"
식품가공
"설비, 아웃소싱, PLC"
"물류센터, 창고관리, 물류관리, 출하, 입출고관리"
"패스트푸드, 양식, 프랜차이즈, 카운터, 음식료"
"운송, 납품, 배송, 배송기사, 납품기사"
"양식, 양식, 프랜차이즈"
"고객지원, 전화상담"
A·S수리
"접수·예약, 콜센터, 전화상담, 고객지원, 의료기기"
"급여관리, 원격상담, 자료조사, 전화상담, 사이트관리"
"시공관리, 안전평가, 실내건축, 인테리어, 건설안전"
"카페, 음식료, 제과제빵점, 카페, 프랜차이즈"
"밀링, 품질보증, 검증, 반도체, LCD"
시설관리
"보안, 경비"
"청소·미화, 시설관리"
"청소·미화, 보안, 경비, 주차·출입관리"
장애인복지
"행정, 송무담당, 문서관리, 프런트, 고객응대"
"수행기사, 승용기사, 아웃소싱, 운전기사"
"임원비서, 회계법인, 자료조사, 자료조사, 행정"
초등학교
"건축설계, 조경설계, PDM·PLM, CAD, 3D설계"
"보안대원, 보안관제, 보안"
"전산입력, 4대보험, IDC, VoIP, 더존"
"예체능학원, 임상심리사, 유아교육"
"고객안내, 고객안내, 아웃소싱"
"재고관리, 납품, 하드웨어, 자재구매, 컴퓨터"
"수행기사, 승용기사, 운전기사"
"예약·발권, 고객안내, 샵마스터, 프런트, 고객안내"
은행
"전화상담, 고객지원, CS교육, 텔레마케팅, 통화품질분석"
"기업홍보, 헤드헌팅, SNS마케팅, 키워드광고, 프로모션"
"수행기사, 임원비서, 수행비서, 승용기사, 아웃소싱"
"상급종합병원, 전문병원, 사내방송, 콜센터, 대학병원"
"소방·방재, 시설관리"
"상품입출고, 중식당, 창고관리, 재고관리, 메뉴개발"
"오전 오후 로테이션근무, 상황실, 고객지원, IT컨설팅"
"고객경험관리, 단순안내, 전화상담, 공공기관, 고객지원"
"에너지, 연구·실험·기술, 에너지효율, KC전기안전, 시험인증"
"연구개발, 에너지, 연구·실험·기술, 공인검증기관, 연구원"
"콜센터, 게시판관리, 아웃소싱"
"전산입력, 문서관리, 콜센터, 콜통계분석, CS교육"
"빅데이터, 금천구, 데이터관리, 빅데이터 분석 전문가, 데이터베이스 구축"
"초중고등학교, 방과후교사"
"메카트로닉스, 회로설계, 제어·설계, 회로설계, 로봇설계"
"자동차보험, A·S수리, 고객관리"
"회원모집상담, 온라인영업, 바이럴마케팅"
"해충방제, 방역, 청소·미화, 정리, 청소·미화"
"원격상담, 콜센터, 민원상담, 접수·예약, 전화상담"
"콜센터, 문서관리, 문서작성, 자산관리, 전산입력"
"해피콜, 금융상담, 콜센터, 민원상담, 접수·예약"
"콜센터, 민원상담, 접수·예약, 전화상담, 해피콜"
"해피콜, 배송상담, 콜센터, 민원상담, 접수·예약"
"해피콜, 금융상담, 원격상담, 콜센터, 민원상담"
"콜센터, 문서관리, 문서작성, 전산입력, 사이트관리"
"콜센터, 민원상담, 접수·예약, 전화상담, 해피콜"
"중식, 케이터링, 메뉴개발, 중식, 메뉴개발"
"순찰, 보안, 경비, 경비, 경호"
"매장·시설감시, 주차정산, 주차관리, 보안, 경비"
"콜센터, 금융상담, 전화상담, CS교육, 콜통계분석"
"콜센터, 금융상담, 전화상담, CS교육, 콜통계분석"
"부가세신고, 전산입력, 행정, 아웃소싱, 전표입력"
"스토리지, A·S수리, 기술지원, 하드웨어, 설치"
"제약영업, 거래처관리, 할인점, AMD, 가맹점관리"
"보습학원, 일반학원"
"보습학원, 일반학원"
"순찰, 건설안전"
"판매, 가구판매"
"골프장, 골프장클럽하우스"
"판매, 판매관리, 가구판매"
"A·S수리, 유지보수, A·S센터, 설치, 설치"
"분양, 영업전략, 단순안내, 부동산영업"
"유지보수, 홍보대행, 정보통신·IT, 기술지원"
"SM, SI"
"고객경험관리, 솔루션, 시스템운영, 고객지원, 온라인상담"
"학원강사, 일본어, 학생관리"
"홍보대행, 프로모션대행, 온라인광고, 텔레마케팅, 광고기획"
아웃소싱
"기업교육, 기타외국어"
"bj, 매니지먼트, 엔터테인먼트사, 연예기획"
"게시판관리, 고객지원, 접수·예약, 이메일상담, 채팅상담"
"복리후생, 조직문화, 면접·채용, 평가·보상, 교육기획"
"에너지, 기술영업, 환경"
"공조냉동, 소방·방재, 전기설비, 보안, 시설관리"
영어
"전기설비, 보안, 시설관리"
"해피콜, 접수·예약, 게시판관리, 고객지원, 전화상담"
"문서관리, 시설관리"
"네트워크관리, 시스템운영, 시스템운영, 네트워크관리, 의료기기"
"판매영업, 교환·반품, 화장품판매, 접수·예약, 단순안내"
바이럴마케팅
"공인중개사, 부동산중개"
"한식당, 호텔, 호텔, 서빙, 양식"
"조립, 운송, 배송, 출하, 납품기사"
"창고관리, 장비관리, Tracking, 상품기획, 소셜커머스"
"전화상담, 고객지원"
"출하검사 업무, 도어헨들 조립 및 포장, 출하준비 운반작업, 식품가공, 조립"
"조립, 신소재, 생산관리, 품질보증, 재단"
화장품
"전기, 청소·미화, 보안, 경비, 시설관리"
"관광, 프런트, 고객응대, 카지노, 고객안내"
"건설안전, 소방, 소방·방재"
"서빙, VIP라운지, 프런트, 고객응대, 컨시어지"
"PCB 검사원, PCB 설비OP, 전기회로, 전자, 전자회로"
"경정비, 자동차정비, 카센터, 자동차정비"
"전화상담, 고객지원"
"공무/정련/압연 (프레스), 고무 컨베이어 벨트 제조, 기계, 기계설비, 밸브"
"기업교육, 사무행정, e러닝, 교육행정"
"영선, 시설관리"
"조립, 자동차부품, 자동차"
"AS, 유지보수"
"콜센터, 전화상담"
"자동차부품, 자동차"
"건강식품, 기계조작, 식품가공"
"자동차, 자동차부품, 조립"
"위성방송, 프로덕션, 편성, 방송기획, CG"
"순찰, 행정, 항공사, 비자수속, 여행사무"
"위성방송, 프로덕션, CG, 공중파방송, 종합유선방송"
SI개발
"금융, 자산관리사, 고객관리, 채권, 은행"
"창고관리, 항공무역, 수출입계약, 바이오, 수출입관리"
"마켓컬리, 콜센터, 콜통계분석, CS교육, 문서작성"
"법인고객영업, 자동차보험, 보험상담, 보험영업, 재정설계"
"퇴직연금, 보험상담, 보험영업, 재무상담, 재정설계"
"헤드헌팅, 생산관리"
헤드헌팅
"빅데이터, SI개발"
"건물관리, 미화, 경비, 보안, 시설관리"
"순찰, 특수경비, 경비원, 보안, 경비"
"교육기획, 유통관리, 콘텐츠기획, 화장품매장, 교육콘텐츠개발"
"고객관리, 디지털마케팅, 홍보대행, 영상제작, 자료조사"
"건설안전, 건설안전"
"판매, 공조냉동, 시설점검, 유통, 전기점검"
수행기사
"HACCP, HACCP"
"조선, 생산관리"
"생산관리, 설비, 아웃소싱"
"거래처관리, 고객관리"
"고객지원, 아웃소싱"
아웃소싱
"해피콜, 교환·반품, 콜센터, 접수·예약, 단순안내"
"가스점검, 공조냉동, 시설점검, 전기점검, 시설기사"
"헤드헌팅, 제어·설계, 금속"
"헤드헌팅, 물류센터, 납품기사"
"조립, 유지보수, 기계설계, 기계조작"
"승용기사, 대리운전, 아웃소싱, 운전기사, 발레파킹"
"보안, 보안"
"관리회계, 공동주택관리, 결산, 전표입력, 결산"
"가격관리, 데이터관리, 상품관리, 카탈로그, AMD"
"관광, 항공사, 컨시어지, 호텔, 면세점"
"2차전지 장비오퍼레이터, 2차전지 장비유지보수"
"편의점, 거래처관리, 유통, MD"
식품가공
"보안, 아웃소싱"
"관리회계, 화장품, 재무회계, 부가세신고, 재무분석"
"학원강사, 어학원, 영어학원, 영어"
"콜통계분석, 의약, 단순안내, 전화상담, 게시판관리"
"고객경험관리, 금융상담, 콜센터, 근태관리, 민원상담"
"전산입력, 사이트관리, 경정비, A·S센터, 접수·예약"
"바이오, 구매계약, 사이트관리, 문서작성, 제약"
"남성의류, 패션, 교환·반품, 배송상담, 전화상담"
"CAD, 문서작성, 서무, 문서관리, 전산입력"
"뷔페, 재료손질, 구내식당, 단체급식, 음식료"
"순찰, 건강식품, 주차관리, 경비, 식품가공"
금융
영어
"관광통역, 피부과, 성형외과, 쁘띠, 동시통역"
"학습지, 교사, 유아교육, 학생관리"
영어
렌탈
"뷔페, 재료손질, 구내식당, 단체급식, 음식료"
"진료보조, 아웃소싱"
"관리회계, 위성방송, 4대보험, 복리후생, 행정"
"상품입출고, 창고관리, 재고관리, 물류센터, 재고관리"
"의상디자인, 잡화디자인, 디자인, 섬유디자인, 패션디자인"
"택배, 거래처관리, 서치펌, A·S수리, 기술지원"
"빌딩, 상가, 공인중개사, 공인중개사, 중개보조원"
"금융컨설팅, 애널리스트"
시설관리
식품
"거래처관리, 행정, 스마트폰, 매출관리, 모바일"
"베이커리, 제과제빵점"
"창고관리, 물류센터, 배차, 아웃소싱"
"솔루션, SI, SI개발, ERP, SCM"
"서치펌, 헤드헌팅"
아웃소싱
"SI, 소프트웨어개발"
"학원강사, 예체능"
"학원강사, 예체능"
"시설관리, 청소·미화"
"시설관리, 청소·미화"
"노무관리, 헤드헌트, 아웃소싱, 잡매니저, 파견관리"
"순찰, 안전요원, 보안, 경비, 경호"
"학원강사, 입시학원, 영어학원, 영어"
"임원비서, 헤드헌팅, 수행비서, 송무비서"
"석유화학, 프라스틱제조, 기계조작, 지게차운전"
"빅데이터, 자동제어, 데이터분석"
"한식당, 한식"
헤드헌팅
"여신상담, 종합금융, 여신, 캐피탈, 고객지원"
"발광다이오드, 조립, 밀링, 생산직, 신소재"
"호텔리어, 호텔사무, 프런트"
"가이드, 여행사"
"주차·출입관리, 시설관리"
"사회복지, 재활교사"
"반도체, 비품관리, 자산관리, 시설점검"
"관리회계, 부가세신고, 4대보험, 급여관리, 복리후생"
호텔
"임원비서, 헤드헌팅, 수행비서, 송무비서"
"공인중개사, 분양상담, 중개보조원, 부동산중개, 부동산컨설팅"
"배송상담, 전자상거래, 전화상담, 게시판관리, 고객 상담"
스포츠센터
"시설점검, 시설관리"
"마트, 거래처관리, 판매, 할인점, 가전판매"
"진료보조, 간호조무"
"판매, 의료기기영업, 판매영업, 보청기, 판매관리"
"경정비, 자동차정비, A·S센터, 카센터, 자동차정비"
"컴퓨터기기판매, 고객지원, 판매관리, 통신, 재고관리"
"전산입력, 사이트관리, 문서관리, 콜센터, 고객안내"
"메이크업, 헤어샵, 메이크업"
"전화상담, 고객지원, CS, 콜센터"
조립
임원비서
"행정, 문서작성, 부동산컨설팅, 도시개발, 부동산서비스"
"청소·미화, 공동주택관리, 보안, 경비, 보안"
"청소·미화, 청소·미화, 객실정비, 환경관리"
"판매영업, 고객지원, 판매관리, 통신, 재고관리"
시설관리
"별정통신, 키워드광고, 프로모션, 텔레콤, SNS마케팅"
"전산입력, 사이트관리, 문서관리, 콜센터, 고객안내"
고객지원
"청소·미화, 공동주택관리, 보안, 시설관리"
"문서작성, 채권"
"전략기획, 전략기획"
"시공관리, 건설, 안전순찰, 안전관리, 건설안전"
인쇄·출력
"고객지원, 상담실장, 고객관리"
"관광, PM, 호텔"
"연마, 기계, 설비, 메카트로닉스, MCT"
"조선, 연마, 절단, 설비, 연삭"
청소·미화
MD
"순찰, 보안, 경비, 보안, 경비"
"전화상담, 고객지원"
시설관리
"금융상담, 게시판관리, 자료조사, 아이폰, 대출상담"
"중식, 호텔"
"VoIP, 네트웍구축, 방화벽, 네트워크관리, 통신"
전화상담
"물류센터, 창고관리, 물류관리, 물류센터, 재고관리"
"순찰, 보안, 경비, 주차·출입관리, 보안"
"가스점검, 공조냉동, 시설점검, 시설관리"
"청소·미화, 청소·미화, 주차·출입관리"
"법인고객영업, 금융, 자산관리, 부동산투자, 투자상담"
"재무회계, 헤드헌팅, 자금관리, 입출금관리, 외환관리"
"하나카드, 광주 하나카드, 콜센터, 전화상담, 고객지원"
"창고관리, 택배, 항공운송, 육상운송, 물류센터"
"자동차보험, 보험영업, 재무상담, 생명보험, 보험영업"
"기능학원, A·S수리, 기술지원, 설치, 자격증·기술"
"유학원, 어학원, 영어학원, 유아교육, 영어"
"스포츠, 스포츠, 의류판매, 조리사, 화장품판매"
"샵마스터, 유통, 백화점, 유통관리, 면접·채용"
"임대컨설팅, 부동산중개, 부동산컨설팅, 토지, 부동산컨설팅"
"전산입력, 콜센터, 전화상담, 고객지원, 단순안내"
"전산입력, 콜센터, 전화상담, 고객지원, 단순안내"
"채용대행, 인재관리, 인사행정, 아웃소싱, 인사기획"
"공동주택관리, 부동산영업"
"홍보대행, 온라인광고, 광고디자인, 광고기획, 광고대행"
"부가세신고, 홍보대행, 키워드광고, 세무조정, 광고기획"
"삽화·일러스트, 애니메이션, 캐릭터, 만화디자인, 애니메이션"
"메카트로닉스, 자동차튜닝, A·S수리, 재단법인, 전기·전자"
"홍보대행, 온라인광고, 광고디자인, 광고기획, 광고대행"
"캐피탈, 고객지원, 채권, 텔레마케팅"
"기능학원, 회원모집상담, 예체능"
"장애발생시 장애 진단 및 A/S접수, 콜센터, 전산입력, 사이트관리, 서무"
"AS접수상담, 골프존 시뮬레이터 업데이트 방법안내, 매장위치, 이용요금 단순문의 안내, 콜센터"
"전산입력, 사이트관리, 게시판관리, 변경 등 이용 방법 안내 상담, 콜센터"
"거래처관리, 보험영업"
"발렌시아가, 판매, 의류판매, 명품, 화장품판매"
"판매, 피부관리, 의류판매, 메이크업, 화장품판매"
"발렌시아가, 판매, 의류판매, 명품, 화장품판매"
"어학원, 영어"
"리모델링, 인테리어"
"생명보험, 보험영업"
"도배·도색·벽지, 카페·블로그관리, 샤시·베란다, SNS마케팅, 인테리어"
"대본, 컨텐츠, 콘텐츠기획, 스토리보드, 시나리오작가"
"물류센터, 상품입출고, 창고관리, 물류관리, 재고관리"
"행정, 비품관리, 문서작성, 자산관리, 문서관리"
"ERP운용, 입출고관리, 물류관리, 세무신고, 보관"
"공인중개사, 공인중개사, 부동산중개"
"임원비서, 전산입력, 행정, 문서관리, 문서작성"
"예체능학원, 예체능"
"음식료, 카페, 커피숍"
"품질보증, 품질보증, 검증, 문서관리, 자동차부품"
"조립, 품질보증, 검증, 설비, 사출"
"매장·시설감시, 방역, A·S수리, 렌탈영업, 청소·미화"
"전화상담, 고객지원"
"공동주택관리, 산업안전, 시설관리"
"순찰, 보안, 경비, 보안, 경비"
"조립, 품질보증, 검증, 설비, 사출"
"조립, 품질보증, 검증, 설비, 사출"
"청소·미화, 시설관리"
"전산입력, 헤드헌팅, 자료조사, 자료조사, 행정"
"전화상담, 고객지원"
"소방·방재, 시설관리"
"문서작성, 학원강사, 디자인학원, IT학원, 경영기획"
"거래처관리, 프라스틱제조, 매출관리, 재고관리"
"부가세신고, 급여관리, 세무기장, 소프트웨어개발"
"베어링 포장, 제조, 생산, 포장"
"피트니스센터, 헬스트레이너"
"콜센터, 민원상담, 접수·예약, 전화상담, 해피콜"
"원격상담, 콜센터, 민원상담, 접수·예약, 전화상담"
"콜센터, 문서관리, 문서작성, 전산입력, 사이트관리"
설비
"소방·방재, 시설점검, 청소·미화, 공동주택관리, 경비"
"양식, 양식, 호텔, 양식, 호텔"
아웃소싱
"사이트관리, 유통, 상품입출고"
"경비, 보안, 시설관리, 청소·미화, 공동주택관리"
설비
"조리아카데미, 교육기획, 구내식당, 단체급식, 단체급식"
"판매, 가전판매, 가구판매, 고객응대"
"재단, 미싱, 자동차부품"
헤드헌팅
"물류센터, 택배, 물류센터, 운송, 배송"
"자동차부품, 금속, 기계조작"
"위성방송, 편성, 공중파방송, 종합유선방송, 케이블방송"
"가스점검, 공조냉동, 시설점검, 청소·미화, 전기점검"
"생산관리, 디스플레이, 반도체생산, PCB 부품 test, 검사원"
"보안, 경비, 경비"
"공조냉동, 시설점검, 시설관리"
"판매, 가전판매, 가구판매, 고객응대"
"전화상담, 고객지원"
"물류센터, 물류관리, 하역, 재고관리, 물류센터"
"판매, 매출관리, 판매관리, 진열관리, 재고관리"
"영어, 학습지, 교육상담, 전화상담, 학습지교사"
"창고관리, 물류관리, 상품입출고, 입출고관리"
"시설점검, 시설관리"
"창고관리, 물류센터"
보안
"기구설계, 통신"
"전자회로, 조립, FPCB, 설비, 전기회로"
"조립, 아웃소싱"
"단체급식, 단체급식"
"전화상담, 고객지원"
"별정통신, 전화상담, 고객지원, 텔레콤, 통신"
"전산입력, 금융상담, 원격상담, 전화상담, 해피콜"
"보안, 경비, 경비, 경호"
"전기제어, 전기기사, 전기설비, 전기배선, 전기설비"
"거래처관리, 영업기획, 거래선개발관리, 아웃소싱"
"전화상담, 고객지원"
"인재발굴, 인재관리, 채용대행, 아웃소싱"
"건축기사, 소방, 전기, 기계, 공조냉동"
"조립, 전자, PCB"
단체급식
"창고관리, 물류센터, 재고관리, 아웃소싱"
"의류판매, 매출관리, 컨시어지, 백화점, 매장관리"
"반도체, 설비"
"가스점검, 공조냉동, 시설점검, 전기점검, 소방·방재"
"기능학원, 학원강사, 일반학원"
"콜센터, 전화상담, 아웃소싱, 고객관리"
"검사, 수입검사, 출하검사, 품질보증, 측정"
시설관리
"물류센터, 창고관리, 물류관리, 하역, 물류센터"
"여신상담, 보험영업, 생명보험, 보험영업, 화재보험"
"시설점검, 시설관리"
"전화상담, 고객지원"
"전화상담, 고객지원"
"배송, 배송기사, 기사, 배송기사"
"기계용접, 자동차부품, 자동차부품, 자동차"
아웃소싱
"여신상담, 생명보험, 보험영업, 화재보험, 손해보험"
"기업교육, CG, 학원강사, 회원모집상담, 디자인학원"
"신용카드사, 판매관리, 잡화판매, 고객응대"
"패스트푸드, 양식, 메뉴개발, 베이커리, 프랜차이즈"
"수학여행, 여행사무, 이벤트·행사스텝, 여행·캠프·레포츠, 여행사"
"교사, 중국어"
"치과, 치과소독, 진료보조"
"경비, 시설관리, 청소·미화, 전기배선, 전기설비"
"어학원, 영어, 유치원, 방문교사, 어린이집"
오프라인마케팅
"미화 건물청소, 청소·미화, 청소·미화"
"순찰, 주차정산, 주차관리, 발레파킹, 보안"
"어학원, 영어, 유치원, 방문교사, 어린이집"
"콜센터, 접수·예약, 전화상담, 고객지원, 영어"
"물류관리, 보세운송, 포워딩, 해상운송, 문서관리"
"고시학원, 한국어"
오프라인마케팅
"수행기사, 승용기사, 운전기사"
"관리회계, 세무조정, 관리회계, 재무회계, 회계감사"
영어
"생산기술, PCB, 조립, 회로설계, 유지보수"
"주차관리, 발레파킹, 주차·출입관리"
"모바일앱개발, 중고차딜러, 소프트웨어개발, 자동차영업"
"전산입력, 문서관리, 환경, 재단, 문서작성"
"보험영업, 보험영업"
"임원비서, 비품관리, 문서관리, 수행비서, 아웃소싱"
카페
"옥외광고, 키워드광고, 이벤트대행, 프로모션, 오프라인마케팅"
"이벤트대행, 온라인광고, 광고디자인, 광고기획, 광고제작"
"이벤트대행, 온라인광고, 광고디자인, 광고기획, 광고제작"
"이벤트대행, 온라인광고, 광고디자인, 광고기획, 광고제작"
"전산입력, 창고관리, 문서관리, 공공기관, 문서작성"
"A·S센터, 유지보수"
"마트, 판매, 할인점, 대리점관리, 매니저"
"UI·UX기획, 디자인, 모바일디자인, 시각디자인, 브랜드디자인"
"모발·두피관리, 피부관리, 마사지, 체형관리, 스파"
"임원비서, 문서관리, 문서작성, 전표입력, 전산회계"
"모발·두피관리, 피부관리, 마사지, 체형관리, 스파"
"협회, 부동산영업"
"모발·두피관리, 피부관리, 마사지, 체형관리, 스파"
