기업명,평균 학점,평균 토익점수,평균 외국어 개수,평균 자격증 개수,평균 해외경험 횟수,평균 인턴경험 횟수,평균 수상 횟수,평균 봉사 횟수
미코,3.56,769.0,1.7,2.1,1.3,1.3,1.5,2.0
펜타시스템테크놀러지,3.63,753.0,1.169138297671973,2.1,1.7,1.4638320773081666,3.0,1.3
엔유씨전자,3.54,815.0,1.3,2.5,1.8,1.0,2.5,1.3
코리아센터,3.62,728.0,1.3,2.6,1.2,1.9,1.7,1.6
삼원특수지,3.5,835.0,1.2,1.9,1.7,2.0,2.3,1.0
이씨에스텔레콤,3.45,769.0,1.0,2.7,1.5,1.5,1.0,1.0
아이북랜드,3.58,841.0,1.0,2.2,1.2,1.4853143967873947,2.0,2.0
쥬비스,3.6,750.0,1.1639944719921405,2.6,1.0,1.0,2.0,4.0
풍림무약,3.62,701.0,1.0,2.4,1.0,1.5,1.2,1.5
지원,3.77,794.2228154279505,1.1931428175111927,1.9,2.0,1.4036815827663276,1.5,1.8393582407961468
EXR코리아,3.58,709.0,1.0,1.8,1.2,1.0,3.5,1.0
TJ미디어,3.49,797.0,2.0,2.4,1.0,2.0,1.0,1.0
세일코리아넷,3.7,830.0,1.0,2.2,1.0,1.5,2.5,1.0
비티엑스코리아,3.53,694.0,1.2,2.3,3.0,1.506796716266623,1.0,1.5
한국옵티칼하이테크,3.52,747.0,1.3,2.0,1.7,1.7,1.4,1.4
비엔에스웍스,3.87,786.0,1.0,2.4,1.4,1.360716943807871,3.0,1.0
잇츠한불,3.69,810.0,1.0,2.0,1.0,1.4380532939330928,1.0,2.5
한국수출포장공업,3.52,733.0,1.3,2.1,1.0,1.0,1.0,2.5
엘칸토,3.51,764.5769303306181,1.0,1.8,1.0,1.0,1.7473990896192724,1.0
진방템프그룹,3.48,678.0,1.0,2.0,1.4,1.5,1.5,1.2
잉글리쉬앤,3.58,811.0,1.3,2.0,1.6,1.4,1.9,2.3
한국기초과학지원연구원,3.79,757.0,1.2,2.1,1.4,1.6,2.3,4.2
한창제지,3.68,723.0,1.5,2.6,1.1,1.4423497578289382,3.0,1.7
(재)환경재단,3.73,773.0,1.3,1.8,1.8,1.3,1.3,2.6
마이스터모터스,3.55,769.1378357302078,1.1554214291924192,2.1,1.0,2.0,1.0,3.0
하나금융티아이,3.56,764.0,1.0,1.9,1.0,1.6,1.3,1.6
엔텔스,3.63,748.0,1.0,2.2,1.2,1.4638320773081666,1.0,1.0
애인드,3.64,708.0,1.0,1.5,1.2,1.4595356134123207,1.0,1.5
DAP,3.63,753.0,1.0,2.1,1.4,1.7,2.2,1.5
유피케미칼,3.61,615.0,1.1657090805520847,2.5,1.0,1.4724250050998577,2.0,2.0
한국내화,3.54,634.0,2.0,2.9,1.0,1.5025002523707771,2.0,1.4
인동에프엔,3.75,781.0,1.189713600391304,1.7,1.6,1.4122745105580188,2.0,2.0
목포문화방송,3.68,870.0,1.0,2.0,1.0,1.4423497578289382,1.812835788531571,1.0
중흥건설,3.61,630.0,1.0,2.9,1.0,1.0,1.0,1.5
나이스신용정보,3.62,824.0,1.0,1.9,1.0,2.0,1.5,2.0
MG신용정보,3.8,730.0,1.0,2.0,1.0,1.3907921910787906,1.8590263995284875,1.0
나이스CMS,3.47,765.0,1.1417045607128653,2.3,3.0,1.5325754996416967,1.0,1.0
나이스알앤씨,3.58,774.0,1.0,2.1,1.0,2.0,2.0,1.3
서울전자통신,3.71,787.3814573285663,1.1828551661515272,2.0,1.2834234656173371,1.4294603661414014,1.8243834412808,1.8203108057615305
투어테인먼트,3.78,785.0,1.2,1.6,1.8,1.0,1.0,1.0
모두투어인터내셔널,3.68,739.0,1.6,1.5,1.2,2.5,1.3,1.0
동원홈푸드,3.59,833.0,1.0,2.3,1.7,2.3,1.4,1.3
동원와인플러스,3.3,740.6321769827728,1.0,2.6,1.0,1.6056153858710727,2.0,1.0
 웅진북센,3.5,769.0,1.0,1.7,1.1,2.0,1.8,1.8
렉스필드컨트리클럽,3.58,710.0,1.0,2.0,1.8,1.4853143967873947,1.0,2.0
웅진플레이도시,3.59,598.0,1.0,2.3,1.2,2.0,1.2,1.3
나비스오토모티브시스템즈,3.73,776.0,1.0,2.3,1.0,1.4,1.3,2.0
로레알코리아,3.56,808.0,1.1,2.3,1.2,1.6,2.2,2.0
메디포스트,3.49,757.0,1.0,2.5,1.5,1.0,3.0,2.0
환경에너지솔루션 주식회사,3.54,684.0,1.153706820632475,2.1,1.2,2.0,1.7,1.8
루키스,3.46,640.0,1.0,2.2,1.0,2.0,1.0,1.7409464931172958
인텍플러스,3.65,659.0,1.1725675147918617,1.9,1.8,1.4552391495164752,1.0,1.0
이트너스,3.5,820.0,1.1,2.3,1.3,1.6,1.6,1.8
효성인포메이션시스템,3.71,816.0,1.1828551661515272,2.8,1.0,1.0,1.5,1.3
올림푸스한국,3.63,837.0,1.2,1.9,1.3,1.5,1.8,1.7
엘리오앤컴퍼니,3.59,790.0,1.0,2.0,1.0,1.4810179328915491,3.0,3.0
에이에스엠엘코리아,3.6,834.0,1.0,1.8,1.0,1.0,1.0,2.5
유한화학,3.69,885.0,1.0,2.4,1.0,1.0,2.3,1.3
다다씨앤씨,3.61,807.0,1.3,2.4,1.4,1.5,1.8,2.1
보은전자방송통신,3.46,755.0,1.1399899521529209,2.2,1.5,2.0,4.0,1.4
코리아휠,3.59,747.0,1.0,1.9,1.0,1.4810179328915491,1.7781928302838834,1.7822159356922977
티앤더블유코리아,3.61,738.0,1.0,2.1,1.2,1.8,1.0,1.6
동아닷컴,3.54,782.0,1.3,2.4,1.0,2.0,1.8,1.6
효성전기,3.59,720.0,1.0,2.0,1.0,1.4810179328915491,1.7781928302838834,1.0
구글코리아,3.51,863.0,1.4,2.1,1.3,2.4,2.2,4.4
파나소닉전공코리아,3.87,605.0,1.4,2.0,1.0,3.0,1.885970922610022,1.8711039658538409
한국커넥션,3.53,774.0,1.3,2.3,1.2,1.0,2.0,1.6
일광폴리머,3.47,832.0,1.0,1.3,1.2,1.0,2.0,2.0
노무라마이크로사이언스코리아,3.46,663.0,1.1,1.7,1.3,1.5368719635375423,1.0,1.7409464931172958
삼정회계법인,3.67,860.0,1.1,1.8,1.3,1.9,2.8,2.1
농협정보시스템,3.52,767.0,1.0,2.7,1.2,1.0,1.5,2.5
(재)한국의류시험연구원,3.64,738.0,1.5,2.1,1.1,2.0,1.3,1.7
디엔컴퍼니,3.53,750.0,1.0,2.4,2.0,1.506796716266623,1.0,2.0
대방건설,3.64,782.0,1.0,1.9,1.0,2.2,2.3,1.4
한국산업기술시험원,3.57,707.0,1.1,2.2,1.1,1.5,1.9,2.5
이수앱지스,3.62,734.0,1.0,2.1,1.0,2.2,1.3,2.4
롯데관광,3.79,806.0,1.3,2.0,1.2,1.7,1.3,2.0
테이팩스,3.64,728.0,1.3,2.3,1.7,1.3,2.4,2.2
아이에스일간스포츠,3.41,868.0,1.0,2.0,1.7,1.0,1.7089069137885087,1.7250736305884489
한국보건산업진흥원,3.63,766.0,1.1,2.1,1.1,1.4,2.1,5.0
위메프,3.55,784.0,1.1,2.1,1.4,2.0,1.8,1.9
풀무원녹즙,3.66,708.0,1.0,1.9,1.1,1.0,2.0,1.4
제이에스비도시환경,3.7,705.0,1.0,2.6,1.5,1.3,3.3,2.3
이노와이어리스,3.68,728.0,1.0,2.1,1.3,2.0,2.0,1.7
레드캡투어,3.56,824.0,1.3,2.3,1.3,1.4,1.2,2.1
국토안전관리원,3.62,717.0,1.3,2.3,1.2,2.0,2.2,1.6
한국기계연구원,3.73,757.0,1.1,2.4,1.3,1.9,2.2,1.7
경기연구원,4.03,868.0,1.0,1.5,1.4,1.0,2.0,1.0
에어릭스,3.49,762.2964776308233,2.0,2.2,3.0,2.0,1.5,1.750470210634604
우리산업홀딩스,3.42,705.0,1.3,2.2,1.5,1.0,1.9,1.3
한국릴리,3.58,852.0,1.0,2.6,1.8,1.4853143967873947,2.0,2.7
세원정공,3.83,774.0,1.3,2.8,1.0,1.0,1.0,1.0
한국관광공사,3.73,820.0,1.3,2.2,1.3,1.7,2.0,2.1
온셀텍,3.63,740.0,1.0,2.1,1.2,1.6,1.8,1.3
코오롱제약,3.5,822.0,1.3,1.6,1.1,1.3,1.0,1.4
메디카코리아,3.31,843.0,1.1142708237537573,1.8,2.0,2.0,5.0,2.0
아주큐엠에스,3.44,740.0,1.0,2.3,1.0,1.5454648913292337,1.7204545665377378,1.0
반다이남코코리아,3.69,816.0,1.6,1.7,1.2,1.3,1.5,6.0
동양온라인,3.57,759.0,1.1,2.2,1.2,1.0,1.7,1.3
어플라이드 머티어리얼즈 코리아,3.54,817.0,1.0,1.7,1.6,1.0,3.0,2.8
한국화이바,3.57,746.0,1.0,2.0,1.3,1.3,1.0,2.0
경기신용보증재단,3.45,815.0,1.0,2.7,1.3,1.0,1.0,1.7
한국벤처투자,3.48,848.0,1.1434191692728095,2.2,1.0,1.528279035745851,1.0,2.8
리앤목특허법인,3.57,816.0,1.2,2.1,1.2,2.0,1.5,1.7
마리오쇼핑,3.55,761.0,1.0,2.3,1.3,1.0,2.3,2.4
한국문화예술위원회,3.79,847.0,1.4,1.8,1.2,1.3,1.8,2.8
IGM세계경영연구원,3.65,882.0,1.0,2.5,1.2,1.3,1.3,1.6
한국삼공,3.37,707.0,1.1245584751134228,2.4,1.3,1.5,1.2,2.4
로얄앤컴퍼니,3.39,710.0,1.1,1.9,1.2,1.5,2.0,1.4
에이치알에스코리아,3.57,758.0,1.2,2.2,1.5,1.7,1.0,1.8
니콘이미징코리아,3.63,786.0,1.4,2.3,1.4,2.0,1.4,1.5
교학사,3.78,805.0,1.1,2.2,1.3,1.0,2.1,2.3
탑엔지니어링,3.6,751.0,1.1639944719921405,2.0,1.5,1.2,2.5,2.4
제주관광공사,3.8,695.0,1.7,2.1,1.3,1.3907921910787906,1.0,1.7
유풍,3.76,918.0,1.0,2.6,2.0,1.0,5.0,3.0
한국콘텐츠진흥원,3.67,815.0,1.1,2.0,1.2,1.5,1.7,1.8
성지건설,3.42,698.0,1.133131517913144,1.8,1.0,1.5540578191209249,2.0,1.0
호텔롯데 롯데면세점,3.86,931.0,1.1,2.1,1.5,1.3,1.3,2.2
한국환경공단,3.6,748.0,1.2,2.3,1.1,1.2,1.5,1.9
한국표준협회,3.68,783.0,1.5,2.5,1.3,1.3,1.6,2.1
트리플하이엠,3.55,720.0,1.5,1.9,1.0,1.7,2.0,2.2
엘지유니참,3.51,883.0,1.0,2.4,1.0,1.0,1.7473990896192724,1.7568193556461427
캠브리지,3.79,892.0,1.0,2.1,1.0,1.0,1.1,1.2
오토닉스,3.63,770.0,1.2,2.1,1.4,1.2,1.1,1.9
한국학중앙연구원,3.85,863.0,1.0,1.9,1.5,1.3693098715995624,2.0,1.0
교통안전공단,3.76,812.0,1.3,2.1,1.3,1.3,1.3,2.5
국립공원공단,3.69,808.0,1.3,3.3,1.0,1.8,1.9,1.4
하원제약,3.48,643.0,1.1434191692728095,2.1,1.0,1.528279035745851,1.7358514368700433,1.0
한세엠케이,3.55,728.0,1.0,2.2,2.0,1.4982037884749317,2.8,1.0
만호제강,3.51,867.0,1.5,1.6,1.4,1.0,2.0,2.3
사조시스템즈,3.65,558.0,1.1725675147918617,2.2,1.0,2.8,5.0,2.3
(재)한국에너지기술연구원,3.69,698.0,1.2,1.9,1.3,1.7,1.4,1.7
한국주택금융공사,3.68,814.0,1.6,2.1,1.2,1.7,1.9,2.4
보험연수원,3.56,797.0,1.0,2.2,1.3,1.0,1.0,1.4
강남화성,3.76,627.0,1.0,2.1,1.3,1.5,1.0,2.0
한국지능정보사회진흥원,3.63,793.0,1.2,2.2,1.4,1.9,1.8,1.9
세이브존아이앤씨,3.57,670.0,1.0,2.1,1.4,1.7,1.5,3.0
에스트라,3.54,764.0,1.0,1.9,1.4,1.0,1.3,2.5
삼성디스플레이,3.68,818.0,1.3,2.2,1.5,1.3,1.7,1.6
이에스에이,3.61,775.9791938295922,1.0,2.4,1.3,1.0,1.0,1.0
우진,3.63,833.0,1.0,2.5,1.0,1.4638320773081666,1.793589700616189,1.7949142257153754
세방여행,3.49,826.0,1.2,1.9,1.3,1.5239825718500053,1.7397006544531197,1.0
미쓰비시다나베파마코리아,3.49,844.0,1.0,2.0,1.0,1.0,1.3,2.0
서울관광마케팅,3.77,862.0,1.3,2.0,1.4,1.9,1.8,1.8
엠비씨플러스,3.82,953.0,1.0,2.4,1.0,1.3821992632870994,1.0,1.7
신영자산관리,3.51,740.0,1.0,2.0,1.6,1.5,1.0,1.0
예술의전당,3.68,786.0,1.0,1.8,1.2,2.2,1.8,1.8
한국국제협력단,3.78,838.0,1.3,2.3,1.4,1.6,1.9,2.1
미원홀딩스,3.52,848.0,1.1502776035125866,2.1,1.0,1.5110931801624685,1.7512483072023488,1.0
한국장애인고용공단,3.71,872.0,1.1828551661515272,2.6,1.2,1.5,1.3,1.4
예금보험공사,3.69,815.0,1.2,2.3,1.2,1.1,2.6,2.2
우진일렉트로나이트,3.26,736.0712715831831,1.0,2.2,1.5,1.7,1.6511686500423628,3.0
삼우이엠씨,3.51,565.0,1.1485629949526421,2.2,1.3,1.0,1.3,1.0
에임메드,3.76,735.0,1.0,2.2,1.3,1.0,1.843629529196182,1.3
에코조인,3.35,630.0,1.0,2.1,1.0,1.5841330663918443,1.6858116082900503,1.0
에코프로,3.44,785.0,1.0,2.0,1.4,2.0,2.0,1.8
엑스큐어넷,3.64,752.0,1.1708529062319175,2.8,1.3,1.5,2.0,2.0
엑스퍼넷,3.56,725.0,1.1571360377523634,2.8,2.0,1.493907324579086,2.0,2.0
엑스퍼트컨설팅,3.75,760.0,1.2,2.3,1.1,1.5,1.7,2.2
엑시콘,3.51,745.0,1.0,2.9,1.3,1.5153896440583143,1.7473990896192724,1.0
엔써티,3.57,771.4182884300026,1.1588506463123078,2.2,1.0,3.0,1.0,1.775866790680759
엘리드,3.99,708.0,1.2308642058299661,2.4,1.5,1.3091593770577235,1.9321615336069389,1.0
엘에스텍,3.49,762.2964776308233,1.0,1.9,1.7,1.5239825718500053,1.0,3.0
엘에이치,3.57,786.0,1.0,2.1,1.0,1.7,1.9,1.4
엘엔아이소프트,3.61,936.0,1.0,1.7,2.0,1.0,1.0,1.7885650807038367
엘켐텍,3.75,703.0,1.189713600391304,1.9,1.3,1.4122745105580188,1.0,1.0
엠웍스,3.61,860.0,1.1657090805520847,2.1,1.0,1.4724250050998577,1.785891265450036,1.7885650807038367
엠케이프리시젼,3.36,750.0,1.0,1.7,1.0,2.0,2.0,1.5
엠텔로,3.55,769.1378357302078,1.0,2.6,1.0,1.4982037884749317,1.0,1.0
엠알바스,3.46,580.0,1.1399899521529209,1.9,1.276527406117517,1.5368719635375423,1.7281530017038904,4.0
여의시스템,3.37,790.0,1.0,2.0,2.0,3.0,3.0,1.0
예선테크,3.66,781.6803255790792,1.2,2.0,1.5,2.0,2.0,1.5
예스텔레콤,3.43,755.455119531439,1.1348461264730885,1.8,1.0,1.0,1.7166053489546613,3.0
예카뱅크,3.63,710.0,1.169138297671973,2.0,1.2812167265773946,1.5,1.0,1.7949142257153754
오닉스시스템,3.67,815.0,1.1759967319117504,1.8,1.0,1.446646221724784,2.0,1.807612515738453
오메가정보시스템,3.51,764.5769303306181,1.0,1.9,1.277906618017481,1.5153896440583143,1.7473990896192724,1.7568193556461427
오션이엔지,3.75,791.9423627281558,1.189713600391304,1.6,1.0,2.0,1.8397803116131055,1.0
오스코텍,3.8,861.0,2.0,1.6,1.6,1.3907921910787906,4.0,2.0
우대칼스,3.48,614.0,1.0,2.3,1.3,1.0,1.5,2.0
우리로,3.37,628.0,1.1245584751134228,1.6,1.0,1.575540138600153,1.0,1.7123753405653714
우리젠,3.57,771.4182884300026,1.5,1.6,1.0,1.4896108606832403,1.7704943951177305,1.0
욱성화학,3.62,650.0,1.167423689112029,2.3,1.2809408841974017,1.0,1.7897404830331127,4.0
원일산업,3.79,740.0,1.0,2.4,1.5,1.3950886549746362,2.0,2.0
원텍,3.58,776.0,1.0,2.2,1.3,1.4853143967873947,3.0,1.0
월덱스,3.6,635.0,1.5,1.8,1.5,1.4767214689957033,1.7820420478669599,1.7853905081980672
월드탑텍,3.33,744.0528560324649,1.117700040873646,3.0,1.2729414551776106,1.5927259941835357,3.0,1.0
웨이브일렉트로닉스,3.62,633.0,1.5,2.0,1.0,1.0,1.7897404830331127,1.5
웹브라이트,3.63,750.0,1.0,1.7,1.3,1.3,1.5,2.3
위닉스정보,3.57,793.0,1.0,1.9,2.0,1.4896108606832403,1.8,1.775866790680759
한국수출입은행,3.66,832.0,1.1,2.3,1.4,1.8,1.5,1.8
위지언,3.66,640.0,1.174282123351806,2.8,1.0,1.4509426856206296,1.5,2.3
위트콤,3.54,890.0,1.0,1.9,1.3,1.5025002523707771,1.0,1.0
위피아,3.55,827.0,1.1554214291924192,2.3,1.0,2.0,1.0,4.0
인콘,3.57,706.0,1.5,2.2,1.2,2.5,1.5,1.5
윌비솔루션,3.35,726.0,1.5,2.2,1.3,1.0,2.0,1.7
유경테크놀로지스,3.59,742.0,1.0,1.9,1.7,1.4810179328915491,1.7781928302838834,2.0
유니램,3.72,765.0,1.0,3.4,1.0,1.5,2.0,2.3
유니온커뮤니티,3.53,707.0,1.0,2.3,1.3,1.5,2.2,2.6
유니원컴퍼니,3.56,861.0,1.0,1.8,1.5,2.3,1.9,3.3
유니위스,3.64,758.0,1.0,2.0,1.1,1.0,1.0,1.0
유니챌,3.57,677.0,1.0,2.1,1.1,3.0,2.6,1.0
유니테스트,3.26,680.0,1.0,3.2,1.5,1.0,1.0,4.0
유비아이텍,3.32,742.9126296825675,1.0,1.3,1.0,1.5970224580793813,3.0,2.0
유비앤티스랩,3.55,769.1378357302078,1.1554214291924192,2.4,1.7,1.4982037884749317,1.762795959951578,1.7695176456692203
유소프테이션,3.58,838.0,1.0,2.1,1.0,1.0,1.0,1.0
유클릭,3.63,758.0,1.0,2.2,1.0,2.0,1.0,1.0
유한기술,3.51,837.0,1.0,1.9,1.0,2.0,1.0,1.0
융진,3.45,757.7355722312338,1.0,2.0,1.0,1.5411684274333879,1.7243037841208142,1.7377719206115265
은성일렉콤,3.66,781.6803255790792,1.174282123351806,2.6,1.282044253717373,1.0,1.8051373533654183,1.8044379432326836
이글루코퍼레이션,3.55,759.0,1.1,2.7,1.2,1.3,2.3,1.6
이나루티앤티,3.34,745.1930823823623,1.0,3.0,2.0,1.58842953028769,1.6819623907069738,1.702851623048063
이노셈코리아,3.48,646.0,1.0,2.2,1.3,1.528279035745851,1.7358514368700433,1.0
이노시뮬레이션,3.5,763.4367039807207,1.0,1.9,1.0,1.5196861079541597,2.0,2.0
한국리스크관리,3.73,780.0,1.1862843832714156,2.8,1.5,1.4208674383497102,4.0,1.5
이씨마이너,3.63,640.0,1.5,2.2,1.3,1.0,1.5,1.3
이우티이씨,3.64,735.0,1.0,2.4,1.0,1.0,2.0,2.0
현대이지웰,3.59,780.0,1.3,2.0,1.2,1.5,1.5,1.9
인버스,3.52,731.0,1.0,2.5,1.0,2.0,1.0,2.0
인소팩,3.46,584.0,1.1399899521529209,2.6,1.0,1.5368719635375423,5.0,3.0
인스밸리,3.67,707.0,1.1759967319117504,1.9,1.1,1.0,1.7,1.3
인지에이엠티,3.34,800.0,1.11941464943359,1.9,1.0,1.58842953028769,1.6819623907069738,2.0
인천화학,3.5,790.0,1.0,1.7,1.0,1.5196861079541597,1.743549872036196,3.0
인터데브,3.71,755.0,1.0,2.1,1.6,1.4294603661414014,1.0,1.0
인터메이저,3.69,624.0,1.0,1.8,1.0,1.0,1.7,2.5
인터페이스정보기술,3.51,400.0,1.0,2.0,1.0,1.0,1.0,1.0
인트론바이오테크놀로지,3.7,741.0,1.0,1.6,1.1,1.433756830037247,1.0,1.0
인트정보시스템,3.33,770.0,1.0,2.5,1.3,1.5927259941835357,1.0,1.6996770505422938
인포뱅크,3.41,775.0,1.0,2.2,1.3,1.1,1.4,1.5
일신이디아이,3.34,745.1930823823623,1.11941464943359,2.1,1.2732172975576033,3.0,1.0,1.0
임픽스,3.57,620.0,1.0,2.3,1.0,2.5,1.5,1.0
정도유아이티,3.59,787.0,1.7,1.9,1.3,1.0,2.0,1.7822159356922977
정보보호기술,3.64,676.0,1.0,1.8,1.2,1.4595356134123207,1.7974389181992654,1.7980887982211449
정설시스템,3.68,675.0,1.1777113404716943,1.6,1.0,1.4423497578289382,1.812835788531571,2.0
제니스월드,3.35,735.0,1.1211292579935344,1.7,1.2734931399375962,1.5841330663918443,1.6858116082900503,1.0
제이앤엘테크,3.89,807.9055316267195,1.0,1.8,1.5,1.0,1.893669357776175,1.5
제이오,3.31,741.7724033326701,1.1142708237537573,2.4,1.3,1.6013189219752268,1.0,1.693327905530755
제이컴정보,3.56,640.0,1.3,2.6,1.0,1.3,3.0,1.0
제이테크놀러지,3.44,756.5953458813364,1.1365607350330325,1.7,1.2759757213575313,1.5454648913292337,1.7204545665377378,1.734597348105757
젠솔소프트,3.41,735.0,1.1314169093531998,2.5,1.0,1.5583542830167705,1.7089069137885087,1.0
조은시스템,3.55,692.0,1.0,2.0,1.3,1.5,1.5,2.1
더좋은,3.57,645.0,1.1588506463123078,3.1,5.0,1.3,1.0,2.5
중앙아이엔티,3.34,745.1930823823623,1.11941464943359,2.0,1.2732172975576033,4.0,1.6819623907069738,1.702851623048063
지멤스,3.51,768.0,1.1485629949526421,1.9,1.0,1.0,1.7473990896192724,1.7568193556461427
지앤비아이텍,3.62,777.1194201794897,1.0,2.0,1.5,1.4681285412040121,1.7897404830331127,1.7917396532096062
지앤지커머스,3.58,743.0,1.0,2.3,1.0,1.0,1.0,2.5
지오네트,3.38,795.0,1.1262730836733672,2.5,1.2743206670775744,1.0,1.6973592610392794,1.0
지오매틱코리아,3.79,700.0,1.1965720346310813,1.6,1.0,1.3950886549746362,3.0,2.0
우양에이치씨,3.5,692.0,1.0,2.1,1.0,1.0,2.3,3.3
지오소프트,3.67,720.0,1.0,3.0,1.0,1.0,3.0,1.5
지오시스템리서치,3.68,783.960778278874,1.1777113404716943,2.7,1.0,1.4423497578289382,1.812835788531571,1.8107870882442225
지오씨엔아이,3.62,777.1194201794897,1.167423689112029,1.9,1.0,2.0,4.0,1.5
진우엔지니어링,3.57,638.0,1.0,1.5,1.0,1.4896108606832403,1.7704943951177305,1.775866790680759
와이즈씨앤에스,3.7,838.0,1.3,1.8,1.4,1.7,1.0,1.8
진코퍼레이션,3.63,698.0,1.0,2.4,1.0,1.8,2.4,1.6
청파이엠티,3.73,792.0,1.3,2.0,1.5,1.4208674383497102,1.5,2.5
카이네스,3.52,615.0,1.1502776035125866,2.6,1.0,1.5110931801624685,1.7512483072023488,3.0
컴버스테크,3.47,760.0160249310286,1.1417045607128653,2.3,1.2768032484975098,1.0,1.0,1.7441210656230652
컴씨스,3.67,706.0,1.5,1.8,1.4,2.0,1.0,1.0
컴아트시스템,3.67,910.0,1.1759967319117504,2.3,2.0,1.446646221724784,2.0,1.0
케이사인,3.76,505.0,1.5,1.9,1.5,1.4079780466621732,1.0,1.0
케이씨아이,3.71,833.0,1.0,2.3,1.0,1.0,1.0,1.0
케이포엠,3.7,786.2412309786689,1.181140557591583,2.2,1.0,3.0,2.3,2.0
켐옵틱스,3.16,740.0,1.0885516953545937,2.1,1.268252134717733,2.0,1.612676474211599,1.6457093179442142
켐포트,3.7,786.2412309786689,1.181140557591583,1.9,1.5,2.0,1.0,1.3
코드바이오,3.93,812.466437026309,1.2205765544703007,2.2,2.0,1.0,1.9090662281084805,2.0
셀루메드,3.62,680.0,1.0,2.1,1.0,1.0,1.0,2.0
코리아컴퓨터,3.95,568.0,1.224005771590189,1.9,1.5,1.326345232641106,1.0,2.0
코아뱅크,3.76,793.0825890780532,1.0,1.6,1.0,1.0,1.0,1.0
코어트러스트,3.69,570.0,2.0,2.0,1.0,1.0,1.0,1.0
코웰메디,3.37,610.0,1.0,2.2,1.2,3.0,1.6935100434562032,1.0
큐빅웨이브,3.55,702.0,1.0,2.2,1.0,1.4982037884749317,1.0,1.0
크래비스,3.38,760.0,1.0,1.9,1.2743206670775744,1.5712436747043075,1.5,2.0
크레디프,3.71,723.0,1.3,2.6,1.2,1.4294603661414014,2.5,1.0
클립컴,3.53,867.0,1.0,1.6,1.2,1.506796716266623,1.755097524785425,2.0
코렌텍,3.51,590.0,1.1485629949526421,2.6,2.0,3.0,1.3,2.0
커미조아,3.87,763.0,1.2102889031106352,2.4,1.0,1.360716943807871,2.0,1.0
케이씨이아이,3.57,638.0,1.0,2.2,1.5,2.0,1.0,1.775866790680759
천열에너지,3.2,560.0,1.0954101295943706,2.3,1.0,1.6485800248295288,1.6280733445439046,1.6584076079672918
은하푸드웰,3.94,813.6066633762064,1.2222911630302449,2.8,1.2897678403571715,1.0,1.9129154456915567,2.0
케이엠아이시스템,3.79,740.0,1.0,1.7,1.0,1.3950886549746362,1.855177181945411,1.8457073858076858
코리아테크노,3.2,805.0,1.0,1.6,1.2,1.6485800248295288,1.6280733445439046,1.6584076079672918
코스텍시스템,3.47,760.0160249310286,1.1417045607128653,2.0,1.2768032484975098,1.0,1.0,1.7441210656230652
태연메디칼,3.44,835.0,1.1365607350330325,2.4,1.0,1.0,1.7204545665377378,2.0
태조엔지니어링,3.86,742.0,1.3,2.3,1.287561101317229,1.3650134077037168,1.8821217050269456,1.0
태진기술,3.71,759.0,1.0,2.7,1.3,1.4294603661414014,1.8243834412808,1.8203108057615305
맥시우스,3.53,872.0,1.0,2.2,2.3,3.0,1.3,2.3
테크라인,3.53,703.0,1.1519922120725308,2.9,1.5,1.0,1.755097524785425,2.0
텔레웍스,3.61,663.0,1.3,1.9,1.3,1.5,2.0,1.2
텔레필드,3.51,732.0,1.0,2.4,1.3,1.5153896440583143,2.0,1.5
투루텍,3.76,747.0,1.1914282089512485,2.7,1.5,1.4079780466621732,1.0,1.8361836682903774
투윈스컴,3.36,455.0,1.0,1.9,1.0,4.0,3.0,1.0
트리포스,3.5,763.4367039807207,1.1468483863926981,2.3,1.0,1.5196861079541597,1.743549872036196,1.7536447831403734
티아이스퀘어,3.44,843.0,1.0,2.5,1.0,1.5454648913292337,1.7,1.0
티아이티이엔지,3.74,695.0,2.0,2.2,1.3,1.0,1.0,2.5
티앤엘,3.26,564.0,1.0,1.8,1.0,1.0,1.6511686500423628,1.677455043001908
자이트솔루션,3.44,646.0,1.0,2.5,1.5,2.0,1.7204545665377378,1.5
파네즈,3.53,740.0,1.1519922120725308,2.2,1.0,1.506796716266623,1.0,1.7631685006576814
파마킹,3.39,833.0,1.1279876922333112,1.9,1.0,1.5,1.7012084786223558,1.0
파슨텍,3.75,791.9423627281558,1.0,2.1,1.2845268351373083,1.4122745105580188,1.8397803116131055,4.0
파이맥스,3.53,696.0,1.5,2.2,1.8,2.0,1.0,1.8
파인원커뮤니케이션즈,3.59,582.0,1.1,1.9,1.4,1.0,1.8,1.9
엑서지21,3.49,762.2964776308233,1.0,2.1,1.3,1.5239825718500053,1.0,3.0
포스토피아,3.7,840.0,1.0,2.0,1.0,1.0,1.0,1.3
포에프,3.53,725.0,1.0,2.4,1.4,1.506796716266623,1.755097524785425,1.7631685006576814
포인트임플란트,3.6,785.0,1.0,2.3,1.6,1.0,2.0,2.5
폴리큐브,3.36,698.0,1.0,2.1,1.0,2.3,2.7,1.7
푸른기술,3.71,788.0,1.0,1.4,1.5,1.4294603661414014,3.0,1.0
퓨전소프트,3.45,618.0,1.0,2.4,1.0,1.5411684274333879,1.7243037841208142,1.7377719206115265
퓨쳐시스템,3.61,568.0,1.3,2.1,1.3,1.5,1.6,1.7
