회사명,공고명,"채용 형태(경력, 신입)",학력,직장 위치,키워드,마감 기한,공고 링크
레빗비마케팅㈜,중국 동남아 SNS 온라인 마케팅 체험단 운영 및 기획,경력무관,초대졸↑,인천 남동구,전자상거래,~12/09(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43294125?Oem_Code=C1&logpath=1&stext=데이터분석&listno=6638
㈜유투에버,병.의원 검체수거 및거래처관리 정규직 채용,신입,고졸↑,경기 수원시 외,"거래처관리, 수거, 기타검체, 바이오, 혈액",~12/06(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43264244?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7001
㈜마크로밀엠브레인,.NET 프로그래머 채용,경력2년↑,초대졸↑,서울 강남구,"asp, HTML, HTML5, bootstrap, ES5",~12/06(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43264223?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7002
닷넷소프트,"소프트웨어 영업 사원 모집(신입, 경력) - Microsoft, 한글과컴퓨터, Ahnlab, Adobe등",경력무관,학력무관,광주 동구,보안소프트웨어,~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43264189?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7003
주식회사 온다,[ONDA] 펜션플러스 파트너 운영 매니저를 모십니다.,신입·경력1년↑,학력무관,서울 강남구,"소프트웨어개발, 국내영업",~12/06(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43264143?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7004
비지엠플러스,안드로이드 어플리케이션 분야 신입/경력직원 모집의 건,경력무관,학력무관,서울 구로구,"안드로이드, 응용 소프트웨어 개발자, 증강현실, 모바일App, 모바일",~12/06(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43264139?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7005
코코네 M,[Centennial] 일본권 CX 담당자,경력1년↑,학력무관,서울 종로구,"모바일앱게임, 고객문의분석, 게임기획, 게임운영관리, 게임개발",~12/06(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43264093?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7006
㈜야놀자,[야놀자리서치] 여행관광산업 연구원,경력2년↑,학력무관,서울 강남구,"SI개발, 솔루션, 시스템분석, SI, SI개발",~12/06(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43264085?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7007
㈜세이코어,[세이코어]프론트엔드 개발 경력직 인재 채용,신입·경력5년↑,초대졸↑,서울 구로구 외,"생활체육, 스포츠센터, 스포츠, 골프, 골프장",~01/05(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43264018?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7008
투엑스인피니티골프 메디센터점,[골프 레슨&교육] 골프 전문 지식을 배워나갈 바른 인재를 모집합니다.,경력무관,학력무관,대구 동구 외,"모바일앱게임, 고객문의분석, 게임기획, 게임운영관리, 게임개발",~12/06(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43263973?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7009
코코네 M,[Centennial] 북미권 CX 담당자,경력1년↑,학력무관,서울 종로구,"B2B, 사이트관리, 상품기획, 쇼핑몰, 오픈마켓",~12/06(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43263956?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7010
㈜베스타,[김포]스포츠 온라인쇼핑몰 AMD/MD (경력자우대),경력무관,학력무관,경기 김포시 외,의료기기연구,~12/06(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43263904?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7011
㈜태웅메디칼,의료기기 연구개발직 (신입/경력),신입·경력,대졸↑,경기 김포시 외,"솔루션, BI, BigData, 기업홍보, 이벤트기획",~12/06(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43263724?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7012
씽킹데이터코리아㈜(THINK,Marketing,경력5년↑,대졸↑,서울 강남구,"프로모션, 키워드광고, 프로모션, 카페·블로그관리, AMD",~01/05(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43263713?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7013
㈜데코원,(주)데코원 쁘리엘르 온라인MD 담당자 채용,경력무관,학력무관,인천 부평구 외,"전자상거래, 결산, 입출금관리, 재무회계, 자금관리",~12/06(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43263364?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7014
㈜노태그코리아,크로스보더 E-커머스 NOTAG 재무 담당자 (대리급 이상),경력3년↑,학력무관,서울 중구,"백엔드, GA, 비즈하우스, TC, 프로모션",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43263276?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7015
㈜게티이미지코리아,[게티이미지코리아] 웹 기획자 모집,경력3년↑,초대졸↑,서울 마포구,"SM, 솔루션, SI, ERP, 소프트웨어개발",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43263036?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7016
㈜아카넷,2023년도 웹개발 신입/경력채용(제주),신입·경력,초대졸↑,대전 서구 외,"음반기획, 음반제작, 제작사, 프로모션, 디지털마케팅",~12/06(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43262977?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7017
아트매틱컴퍼니,"음원, OST, 앨범 온라인 마케팅 신입 모집",신입,고졸↑,서울 성동구,"음반기획, 음반제작, 제작사",~12/06(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43262112?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7018
아트매틱컴퍼니,콘텐츠 기획팀 매니저 신입 채용,신입,대졸↑,서울 성동구 외,"유지보수, 하드웨어, AS, 모델링, 딥러닝",~12/06(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43262020?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7019
㈜더플랙스,브랜드PC 하드웨어 업그레이드 온라인출고담당 젊은인재모집,신입·경력,학력무관,경기 김포시 외,"검증, 유지보수, 시스템설계, 회로설계, 네트워크관리",~12/01(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43224135?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7401
㈜웨어포인트,(정규)클라우드 서버(AWS) 시스템 운영 엔지니어 모집,경력1년↑,고졸↑,서울 송파구 외,"BigData, SM, K8s, spinnaker, 시스템운영",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43224170?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7402
한시큐리티㈜,한시큐리티(주) 모의해킹 팀장,경력,대졸↑,경기 과천시,"보안컨설팅, 시스템운영, 해킹, ESM, 보안소프트웨어",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43223914?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7403
콘센트릭스서비스코리아(유),APP 퍼포먼스 마케터,경력5년↑,학력무관,서울 용산구,"SEO, 디지털마케팅",~12/29(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43223905?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7404
와이즈팩토리,온라인 쇼핑몰 퍼포먼스 마케터 채용합니다,경력2년↑,학력무관,서울 강서구,"생활용품, 브랜딩, 시장분석, SNS마케팅, 프로모션",~12/01(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43223625?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7405
바이저머니,쇼핑몰 온라인 오픈마켓 MD 및 사무업무 정규직 채용,신입·경력,고졸↑,서울 성북구,"사이트관리, B2C, 상품기획, 키워드광고, 바이럴마케팅",~12/01(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43223601?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7406
㈜케이오마케팅,[업계 최고 워라밸 인센티브 / 기본급 210만 / 주34시간] 검색광고대행사 마케터 신입 및 경력직 채용,신입,초대졸↑,서울 금천구 외,"광고대행, 온라인광고, SNS마케팅, 키워드광고, 온라인영업",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43223515?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7407
㈜금솔커뮤니케이션,온라인 마케팅 영업,경력2년↑,초대졸↑,서울 금천구,"온라인영업, 온라인광고, 광고디자인, 광고기획, 광고제작",~12/01(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43221197?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7408
㈜이엘피,[이엘피]제어팀 응용 SW 개발 신입 모집,신입,초대졸↑,경기 화성시,"반도체장비, LCD, 디스플레이, LED",~12/01(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43221043?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7409
㈜일루넥스,2023년 경력 프론트 프로그래머 채용,경력4년↑,학력무관,서울 마포구 외,"BigData, SM, 솔루션, SI, Node",~12/29(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43223331?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7410
㈜이엘피,[이엘피]제어팀 응용 SW 개발 경력 모집,경력5년↑,초대졸↑,경기 화성시,"반도체장비, LCD, 디스플레이, LED",~12/01(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43221039?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7411
㈜블록체인글로벌,토큰증권 서비스 풀스택 개발[시니어],경력6년↑,초대졸↑,서울 영등포구,컨텐츠,~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43219537?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7412
삼일회계법인,[삼일회계법인] 인사/급여시스템 개발 및 운영 인력 모집,경력3년↑,대졸↑,서울 용산구,"회계법인, 시스템운영",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43223196?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7413
㈜톤28,PM 팀장 모집,경력5년↑,고졸↑,경기 성남시,"화장품, 피부관리",~12/01(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43219218?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7414
듀오정보㈜,[듀오] 마케터 채용,신입·경력,대졸↑,서울 강남구 외,"SNS마케팅, 광고기획, SNS마케팅, 바이럴마케팅, 언론홍보",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43223076?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7415
콘스탄트,[리필드] 고객상담매니저/CX매니저 (일경험인턴),경력무관,학력무관,서울 마포구 외,"화장품, 교환·반품, 전화상담, 고객지원, 온라인상담",~12/01(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43222928?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7416
㈜JP커뮤니케이션,JP커뮤니케이션 온라인 광고 IMC 퍼포먼스 마케터 채용(신입/경력),경력무관,초대졸↑,서울 금천구,"키워드광고, 광고기획, 바이럴마케팅, 온라인광고",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43222922?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7417
㈜지토스,[주식회사 지토스] 온라인 퍼포먼스 마케터 IMC 신입 및 경력 채용,경력무관,초대졸↑,서울 금천구,"판매, IMC, 유통, 바이럴마케팅, 유통관리",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43222880?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7418
㈜리슬,전주 패션브랜드 2년 이상 경력직 콘텐츠 마케터 구인,경력,학력무관,전북 전주시,"여성의류, SNS마케팅, 콘텐츠기획",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43222595?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7419
㈜헤론헬스정보시스템,Project 수행/개발(Java) 및 운영(Nexacro 경험 필수),경력5년↑,초대졸↑,서울 서대문구,"SM, DW, jquery, SM, 구매",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43222588?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7420
㈜하이미디어컴퓨터학원,[K-Digital Training] JAVA/RPA/빅데이터를 활용한 E커머스개발자양성과정의 전문강사를 채용합니다,경력무관,학력무관,경기 성남시,"빅데이터, 학원강사, 딥러닝, 인공지능, 자격증·기술",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43157841?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7821
㈜하이미디어컴퓨터학원,[K-Digital Training] 자바/안드로이드를 활용한 사물인터넷(IOT) 개발자 과정의 전문강사 채용,경력무관,학력무관,경기 성남시,"빅데이터, 학원강사, 딥러닝, 인공지능, 자격증·기술",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43157794?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7822
㈜오픈,국내 최고 외식기업 (주)오픈 인사팀 팀원 채용,경력4년↑,학력무관,서울 강남구 외,"한식당, 복리후생, 급여관리, 일식당, 프랜차이즈",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43157758?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7823
㈜디지털다임,digitalDigm 디지털 콘텐츠 기획(AE) 채용 공고 [경력],경력3년↑,학력무관,서울 용산구 외,"광고기획, 온라인광고, 콘텐츠기획, 콘텐츠기획, 광고기획",~12/23(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43157666?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7824
케세라세라㈜,온오프라인 마케팅 기획자(2-5년차),경력2년↑,대졸↑,서울 종로구,"SNS마케팅, 광고디자인, 광고기획, 광고대행",~12/23(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43157558?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7825
㈜에스씨지,뉴콘텐츠기업지원센터 강사진 교육 인력 신규 채용,경력1년↑,학력무관,서울 강남구,"이벤트, 프로모션대행, 이벤트대행, 국제회의, 컨벤션",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43157407?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7826
㈜하이위즈,"[연봉3000/성과급] 온라인광고 마케터 정직원채용, 마케팅3팀",신입·경력,초대졸↑,서울 금천구 외,"SNS마케팅, 온라인영업, 바이럴마케팅, 온라인광고, 키워드광고",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43157111?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7827
㈜하이위즈,"[연봉3000, 월250/성과급] 온라인광고 AE 신입 정직원 모집",신입·경력,초대졸↑,서울 금천구 외,"SNS마케팅, 온라인영업, 바이럴마케팅, 온라인광고, 키워드광고",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43157096?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7828
㈜빅케어,하반기 빅케어 서비스기획자 채용,경력2년↑,초대졸↑,서울 강남구,"건강, 서비스기획",~12/22(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43156695?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7829
키다리스튜디오,데이터베이스 관리자 (DBA) (경력),경력10년↑,대졸↑,서울 성동구,"데이터관리, DB튜닝",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43156689?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7830
르노코리아자동차㈜,[르노코리아자동차] R&D본부 Software&CCS-안드로이드 SW Engineer,경력,대졸↑,경기 용인시,"제조·공정, 자동차",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43156441?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7831
㈜케이지아이티뱅크,[국비무료 취업연계 IT교육생 모집] 자바 개발자 / 웹&앱 개발 / 프론트엔드 / 백앤드 / 풀스택 / 빅데이터 / 파이썬 / AI인공지능 / 머신러닝 / 클라우드 / 보안 / IT전문교육 / 내일배움카드 / 직업훈련 / 취업지원시스템을 통한 취업연계 진행,경력무관,고졸↑,서울 종로구 외,"네트워크관리, 빅데이터, 데이터레이크, ETL, 보안관제",~12/19(화),https://www.jobkorea.co.kr//Recruit/GI_Read/43133274?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7832
㈜글루가,[ohora][일본법인] SCM 물류지원 담당자 채용,경력2년↑,초대졸↑,일본 도쿄,"상품입출고, 화장품, 재고관리, 물류센터, 재고관리",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43155539?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7833
휴이노,Front-end SWE(프론트엔드 개발자),경력3년↑,대졸↑,서울 강남구,"Redux, 프론트엔드, frontend, MUI, React",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43155176?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7834
㈜아이파트너즈,웹 서비스 기획 (운영 / 구축) 모집,경력3년↑,초대졸↑,서울 강남구 외,"앱기획, 콘텐츠기획, 스토리보드, 서비스기획, 웹에이전시",~12/23(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43154461?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7835
㈜일루니,"사무보조 (파트타임, 주16시간) 모집",경력무관,학력무관,서울 서초구,"전산입력, 급여관리, 안드로이드, 모바일, 문서관리",~12/23(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43154108?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7836
문고리닷컴㈜,[태영그룹-문고리닷컴] 2023년 개발자 경력 공채,경력3년↑,학력무관,서울 영등포구,"쇼핑몰, 서버관리, HTTP, 인터페이스",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43154191?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7837
디에프케이바이오랩㈜,2023 경영지원팀(재고관리및 물류담당) 수시채용,신입,고졸↑,경기 남양주시,"창고관리, 재고관리, 오더관리, 무역업",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43153552?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7838
블랙후즈,게임 플랫폼 자바 스프링 엔지니어,경력3년↑,학력무관,서울 강남구,"백신프로그램, 보안ASP, 정보보안, 보안소프트웨어, 보안컨설팅",~12/22(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43153392?Oem_Code=C1&logpath=1&stext=데이터분석&listno=7839
㈜씨에스피아이,홈쇼핑 콜센터 서버 및 네트워크 시스템 관리,경력6년↑,학력무관,서울 구로구,"서버구축, SI, 시스템운영, SM, 네트워크관리",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43041307?Oem_Code=C1&logpath=1&stext=데이터분석&listno=8221
㈜360 퍼스펙티브(360 Perspective),[화장품/생활용품] 퍼포먼스 마케팅 경력직 채용,경력3년↑,초대졸↑,서울 성동구,"브랜딩, 키워드광고",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43041053?Oem_Code=C1&logpath=1&stext=데이터분석&listno=8222
㈜에스제이에이치스튜디오,(주)SJH-Studio QA 채용,신입·경력1년↑,학력무관,서울 영등포구 외,"모바일앱개발, asp, 소프트웨어개발, 솔루션",~12/09(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43040811?Oem_Code=C1&logpath=1&stext=데이터분석&listno=8223
㈜헬스허브,"(주)헬스허브 마케팅본부 영업팀 채용(영업관리, 매출관리 등)",경력무관,초대졸↑,서울 서초구,"X-RAY TUBE 관리, 전시회관리, 매출관리, 소프트웨어개발, 솔루션",~12/09(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43040779?Oem_Code=C1&logpath=1&stext=데이터분석&listno=8224
웃음건축,[웃음건축] 아파트컬처 SNS 마케팅 및 광고 관리업무,신입·경력2년↑,학력무관,서울 마포구 외,"도배·도색·벽지, SNS마케팅, 실내건축, 조명, 인테리어",~12/09(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43040766?Oem_Code=C1&logpath=1&stext=데이터분석&listno=8225
㈜세컨신드롬,[미니창고 다락] 서비스 운영 매니저 채용(CX) (정규직),경력1년↑,학력무관,서울 강남구,"고객경험관리, 거래처관리, 콜통계분석, 접수·예약, 단순안내",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43040758?Oem_Code=C1&logpath=1&stext=데이터분석&listno=8226
㈜스마트엑세스,전략기획/경영관리/영업본부/AS유지보수/영업지원 각 부문 채용,신입·경력,초대졸↑,서울 강남구 외,"입찰, 공공조달, 4대보험, 더존, A·S수리",~12/09(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43040146?Oem_Code=C1&logpath=1&stext=데이터분석&listno=8227
㈜태성시스템,[유진기업 계열사] 태성시스템 자동화장비 초급/신입 개발자,신입·경력,학력무관,경기 부천시,"펌웨어, 자동제어, PCB, 서버구축, 시스템분석",~12/09(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43038647?Oem_Code=C1&logpath=1&stext=데이터분석&listno=8228
"㈜데이터솜 (Datasom Co., Ltd)",전자공시 분석 가능한 팀장급 기자 모집,경력6년↑,대졸↑,서울 마포구,"언론사, 취재기자",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43038476?Oem_Code=C1&logpath=1&stext=데이터분석&listno=8229
㈜비즈마켓,[비즈마켓] 온라인몰 운영MD/B2B특판운영 채용,경력3년↑,초대졸↑,서울 용산구,"B2B, B2C, 상품기획, 전자상거래, 리테일MD",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43038151?Oem_Code=C1&logpath=1&stext=데이터분석&listno=8230
휴이노,SQA(Software Quality Assurance),경력3년↑,대졸↑,서울 강남구,"테스터, 의료기기",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43038132?Oem_Code=C1&logpath=1&stext=데이터분석&listno=8231
㈜엠브이아이,[주식회사 엠브이아이] 콘텐츠 마케터 정규직 채용,경력무관,대졸↑,대전 유성구,바이럴마케팅,상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43037972?Oem_Code=C1&logpath=1&stext=데이터분석&listno=8232
㈜ADT,X-ray 장비 소프트웨어 개발 및 관리 채용,경력3년↑,초대졸↑,경기 안산시,"기계설계, 기계설비, 시스템설계",~12/09(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43037924?Oem_Code=C1&logpath=1&stext=데이터분석&listno=8233
한화시스템,데이터센터 SAP BC 경력 채용,경력,학력무관,서울 영등포구 외,소프트웨어개발,~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43037429?Oem_Code=C1&logpath=1&stext=데이터분석&listno=8234
스마트엠,C#/WPF 개발자를 모집합니다.,경력2년↑,초대졸↑,경기 성남시,"wpf, C#",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43037409?Oem_Code=C1&logpath=1&stext=데이터분석&listno=8235
㈜아이오트러스트,프론트엔드 개발 신입/경력,경력무관,학력무관,서울 강남구,정보보안,상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43037379?Oem_Code=C1&logpath=1&stext=데이터분석&listno=8236
넥스트케이,"AI기반 응용프로그램 개발자(C#, 경력)",경력3년↑,초대졸↑,경기 용인시 외,소프트웨어개발,~12/09(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43037145?Oem_Code=C1&logpath=1&stext=데이터분석&listno=8237
㈜네오넥스,(주)네오넥스 전직군 채용 중,경력,학력무관,서울 강남구,"UI·UX기획, 소프트웨어개발",~12/09(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43037050?Oem_Code=C1&logpath=1&stext=데이터분석&listno=8238
㈜로다아이티,컨텐츠기획팀 경력직 퍼블리셔(1명) 채용,경력1년↑,학력무관,대전 서구,SI,~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43037028?Oem_Code=C1&logpath=1&stext=데이터분석&listno=8239
㈜에이치에스티,(주)HST 도시정비사업 시장조사 및 여론조사 리서치 서무사원 모집(신입/비전공 가능- 집중교육 지원),경력무관,학력무관,경기 안양시 외,"전산입력, 행정, 문서작성, 서무, 문서관리",~12/09(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43036953?Oem_Code=C1&logpath=1&stext=데이터분석&listno=8240
중견기업(300명이상),전략기획(대리-차장)-글로벌 F&B,경력5년↑,대졸↑,서울 전지역,"데이터분석, 재무분석, 사업기획, 프랜차이즈, 재무기획",~12/23(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43397692?PageGbn=HH&logpath=1&stext=데이터분석&listno=8641
대기업,데이터 엔지니어 채용 - 글로벌 전자 우량대기업,경력3년↑,대졸↑,서울 전지역,"데이터분석, 빅데이터, 데이터레이크, 전자, 데이터시각화",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43397677?PageGbn=HH&logpath=1&stext=데이터분석&listno=8642
중견기업(300명이상),마케팅총괄(부장-임원)-유명 외식기업,경력15년↑,대졸↑,서울 전지역,"데이터분석, 시장조사, 프랜차이즈, 콘텐츠기획, 브랜드기획",~12/23(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43397672?PageGbn=HH&logpath=1&stext=데이터분석&listno=8643
중소기업(300명이하),[서울/금융컨설팅기업]금융Analytics 컨설턴트 경력직 채용,경력5년↑,대졸↑,서울 종로구,"데이터분석, 서치펌, 헤드헌팅",~02/21(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43397051?PageGbn=HH&logpath=1&stext=데이터분석&listno=8644
중소기업(300명이하),[패션중견기업] 영업 MD (차장급),경력8년↑,학력무관,서울 강남구,"데이터분석, 패션, 영업기획, 영업전략, 매출관리",~12/11(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43396946?PageGbn=HH&logpath=1&stext=데이터분석&listno=8645
중견기업(300명이상),자동차부품 마케팅전략 5년이상,경력5년↑,대졸↑,서울 강남구,"데이터분석, 영업기획, 영업전략, 자동차부품, 시장분석",~12/01(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43394413?PageGbn=HH&logpath=1&stext=데이터분석&listno=8646
중소기업(300명이하),8. 데이터 엔지니어 [의료 AI 소프트웨어],경력,대졸↑,서울 구로구,"데이터분석, 헤드헌팅",~02/21(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43394390?PageGbn=HH&logpath=1&stext=데이터분석&listno=8647
중견기업(300명이상),8. 해외 럭셔리 쥬얼리 - IT Business Analyst 이커머스,경력5년↑,대졸↑,서울 중구,"데이터분석, 데이터분석, 패션",~02/21(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43394382?PageGbn=HH&logpath=1&stext=데이터분석&listno=8648
중소기업(300명이하),"국내 유통채널 영업(H&B,대형마트 등) 3년이상 경력직 채용",경력3년↑,초대졸↑,서울 강남구,"데이터분석, 거래처관리, 영업기획, 영업전략, 가맹점관리",~12/06(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43393864?PageGbn=HH&logpath=1&stext=데이터분석&listno=8649
중소기업(300명이하),"국내 유통채널 영업(H&B, 대형마트 등) 3년이상 경력직 채용",경력3년↑,초대졸↑,서울 강남구,"데이터분석, 거래처관리, 영업기획, 영업전략, 가맹점관리",~12/06(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43393806?PageGbn=HH&logpath=1&stext=데이터분석&listno=8650
(주)코스나인,화장품 제조업체 영업담당자 대리급 채용건,경력3년↑,초대졸↑,경기 김포시,"데이터분석, 화장품, 거래처관리, 메이크업, 영업기획",~02/20(화),https://www.jobkorea.co.kr//Recruit/GI_Read/43393800?PageGbn=HH&logpath=1&stext=데이터분석&listno=8651
(주)코스나인,화장품제조업체 영업팀 과장 차장 부장급 채용건,경력7년↑,대졸↑,경기 김포시,"데이터분석, 화장품, 거래처관리, 메이크업, 영업기획",~02/20(화),https://www.jobkorea.co.kr//Recruit/GI_Read/43393788?PageGbn=HH&logpath=1&stext=데이터분석&listno=8652
